Vertices                      Edges_Prob.                   Max_Weight                    Ops._Count                    Tested_Solutions              Search_Time
132                           0.125                         184                           829                           1                             0.0056667327880859375
132                           0.25                          200                           3317                          1                             0.017299175262451172
132                           0.5                           343                           47416                         1                             0.26322031021118164
132                           0.75                          596                           4248265                       1                             37.90769815444946
133                           0.125                         150                           1000                          1                             0.006447792053222656
133                           0.25                          222                           3036                          1                             0.0175783634185791
133                           0.5                           332                           52201                         1                             0.2890663146972656
133                           0.75                          593                           4657283                       1                             41.09041380882263
134                           0.125                         174                           963                           1                             0.006337404251098633
134                           0.25                          212                           3484                          1                             0.018440961837768555
134                           0.5                           354                           50675                         1                             0.2893359661102295
134                           0.75                          631                           3476285                       1                             33.566985845565796
135                           0.125                         168                           980                           1                             0.00645136833190918
135                           0.25                          227                           2969                          1                             0.01809549331665039
135                           0.5                           343                           53607                         1                             0.3124380111694336
135                           0.75                          634                           3907490                       1                             38.66398048400879
136                           0.125                         149                           1045                          1                             0.006714344024658203
136                           0.25                          211                           3241                          1                             0.019569873809814453
136                           0.5                           359                           53129                         1                             0.3161435127258301
136                           0.75                          630                           4979240                       1                             48.133575201034546
137                           0.125                         184                           921                           1                             0.007058620452880859
137                           0.25                          223                           3385                          1                             0.018706560134887695
137                           0.5                           354                           59363                         1                             0.34793972969055176
137                           0.75                          650                           4909703                       1                             48.30809712409973
138                           0.125                         174                           995                           1                             0.0066149234771728516
138                           0.25                          225                           3066                          1                             0.019231796264648438
138                           0.5                           335                           63138                         1                             0.37108635902404785
138                           0.75                          629                           5464034                       1                             52.674596309661865
139                           0.125                         147                           1087                          1                             0.0070798397064208984
139                           0.25                          215                           3553                          1                             0.0204312801361084
139                           0.5                           328                           64593                         1                             0.37728166580200195
139                           0.75                          563                           5723458                       1                             52.212093353271484
140                           0.125                         178                           994                           1                             0.007158041000366211
140                           0.25                          215                           3591                          1                             0.02105426788330078
140                           0.5                           360                           52446                         1                             0.3343508243560791
140                           0.75                          586                           7271136                       1                             70.2825059890747
141                           0.125                         162                           1043                          1                             0.007177829742431641
141                           0.25                          210                           3629                          1                             0.020682334899902344
141                           0.5                           324                           72888                         1                             0.42900943756103516
141                           0.75                          592                           6181996                       1                             58.4278130531311
142                           0.125                         174                           1027                          1                             0.006933927536010742
142                           0.25                          224                           3526                          1                             0.02035975456237793
142                           0.5                           351                           61721                         1                             0.3649592399597168
142                           0.75                          642                           5115082                       1                             51.64072775840759
143                           0.125                         153                           1138                          1                             0.007658958435058594
143                           0.25                          214                           3549                          1                             0.021728515625
143                           0.5                           345                           60452                         1                             0.3624246120452881
143                           0.75                          593                           6247360                       1                             60.84873843193054
144                           0.125                         162                           1119                          1                             0.0076007843017578125
144                           0.25                          197                           4291                          1                             0.022926807403564453
144                           0.5                           338                           69664                         1                             0.41057252883911133
144                           0.75                          634                           6912783                       1                             70.15582919120789
145                           0.125                         162                           1169                          1                             0.008001327514648438
145                           0.25                          207                           4229                          1                             0.023873329162597656
145                           0.5                           333                           72252                         1                             0.4320244789123535
145                           0.75                          599                           10497648                      1                             101.37299585342407
146                           0.125                         156                           1161                          1                             0.007986783981323242
146                           0.25                          248                           3434                          1                             0.02213764190673828
146                           0.5                           368                           66178                         1                             0.4641001224517822
146                           0.75                          592                           8920981                       1                             84.78583788871765
147                           0.125                         164                           1180                          1                             0.0077741146087646484
147                           0.25                          220                           3964                          1                             0.022992849349975586
147                           0.5                           359                           69673                         1                             0.4233710765838623
147                           0.75                          623                           8942696                       1                             88.24130249023438
148                           0.125                         172                           1124                          1                             0.008291482925415039
148                           0.25                          225                           3828                          1                             0.024004220962524414
148                           0.5                           328                           85438                         1                             0.4937748908996582
148                           0.75                          638                           10114677                      1                             100.23603987693787
149                           0.125                         166                           1180                          1                             0.008013486862182617
149                           0.25                          214                           4264                          1                             0.024764537811279297
149                           0.5                           360                           65130                         1                             0.41121983528137207
149                           0.75                          615                           7926958                       1                             79.38894462585449
150                           0.125                         150                           1285                          1                             0.00864553451538086
150                           0.25                          221                           4146                          1                             0.025321245193481445
150                           0.5                           368                           68182                         1                             0.44212889671325684
150                           0.75                          596                           11714226                      1                             118.65990471839905
151                           0.125                         161                           1232                          1                             0.009476900100708008
151                           0.25                          212                           4469                          1                             0.02871108055114746
151                           0.5                           340                           87772                         1                             0.5929214954376221
151                           0.75                          621                           11576039                      1                             125.94250059127808
