Vertices                      Edges_Prob.                   Max_Weight                    Ops._Count                    Tested_Solutions              Search_Time
94                            0.125                         135                           263                           1                             0.0004975795745849609
94                            0.25                          164                           476                           1                             0.0008943080902099609
94                            0.5                           267                           1725                          1                             0.0024819374084472656
94                            0.75                          458                           6137                          1                             0.005902528762817383
95                            0.125                         132                           243                           1                             0.0004584789276123047
95                            0.25                          174                           494                           1                             0.0008292198181152344
95                            0.5                           289                           1562                          1                             0.002412557601928711
95                            0.75                          460                           6340                          1                             0.006131172180175781
96                            0.125                         172                           268                           1                             0.0004780292510986328
96                            0.25                          172                           490                           1                             0.0008375644683837891
96                            0.5                           295                           1683                          1                             0.002419710159301758
96                            0.75                          477                           5896                          1                             0.005950927734375
97                            0.125                         130                           241                           1                             0.0005574226379394531
97                            0.25                          190                           462                           1                             0.0010440349578857422
97                            0.5                           313                           1743                          1                             0.002445220947265625
97                            0.75                          501                           9092                          1                             0.0074117183685302734
98                            0.125                         127                           293                           1                             0.0005164146423339844
98                            0.25                          173                           498                           1                             0.0009479522705078125
98                            0.5                           288                           1687                          1                             0.0024950504302978516
98                            0.75                          459                           6174                          1                             0.006063699722290039
99                            0.125                         131                           270                           1                             0.0004856586456298828
99                            0.25                          158                           506                           1                             0.0009047985076904297
99                            0.5                           309                           1790                          1                             0.002412557601928711
99                            0.75                          485                           7527                          1                             0.007008075714111328
100                           0.125                         132                           265                           1                             0.0005993843078613281
100                           0.25                          172                           496                           1                             0.0009236335754394531
100                           0.5                           295                           1646                          1                             0.0023844242095947266
100                           0.75                          470                           5696                          1                             0.0060882568359375
101                           0.125                         151                           277                           1                             0.0005674362182617188
101                           0.25                          178                           542                           1                             0.0009799003601074219
101                           0.5                           318                           1872                          1                             0.0029969215393066406
101                           0.75                          475                           6517                          1                             0.006960868835449219
102                           0.125                         138                           277                           1                             0.0005128383636474609
102                           0.25                          193                           569                           1                             0.0010137557983398438
102                           0.5                           316                           1955                          1                             0.0028107166290283203
102                           0.75                          467                           6903                          1                             0.007006645202636719
103                           0.125                         137                           292                           1                             0.0005421638488769531
103                           0.25                          186                           569                           1                             0.0010249614715576172
103                           0.5                           320                           2014                          1                             0.002909421920776367
103                           0.75                          493                           7473                          1                             0.0074253082275390625
104                           0.125                         159                           293                           1                             0.0005717277526855469
104                           0.25                          173                           578                           1                             0.0009949207305908203
104                           0.5                           293                           1914                          1                             0.0028929710388183594
104                           0.75                          523                           7717                          1                             0.00757145881652832
105                           0.125                         132                           290                           1                             0.0005707740783691406
105                           0.25                          177                           539                           1                             0.0009899139404296875
105                           0.5                           321                           2091                          1                             0.002972841262817383
105                           0.75                          467                           7402                          1                             0.0076558589935302734
106                           0.125                         147                           296                           1                             0.0005452632904052734
106                           0.25                          167                           562                           1                             0.0010037422180175781
106                           0.5                           271                           1865                          1                             0.0029036998748779297
106                           0.75                          456                           6185                          1                             0.006929636001586914
107                           0.125                         132                           295                           1                             0.0005576610565185547
107                           0.25                          175                           551                           1                             0.0010104179382324219
107                           0.5                           264                           1754                          1                             0.002842426300048828
107                           0.75                          503                           7344                          1                             0.007460832595825195
108                           0.125                         132                           289                           1                             0.0005617141723632812
108                           0.25                          170                           550                           1                             0.0010275840759277344
108                           0.5                           310                           2141                          1                             0.003124237060546875
108                           0.75                          475                           7370                          1                             0.0074498653411865234
109                           0.125                         132                           320                           1                             0.0006268024444580078
109                           0.25                          170                           572                           1                             0.0010390281677246094
109                           0.5                           304                           1929                          1                             0.0029778480529785156
109                           0.75                          486                           7311                          1                             0.007529020309448242
110                           0.125                         137                           304                           1                             0.0005953311920166016
110                           0.25                          188                           632                           1                             0.0010635852813720703
110                           0.5                           286                           1966                          1                             0.0030639171600341797
110                           0.75                          425                           6406                          1                             0.007191658020019531
111                           0.125                         139                           345                           1                             0.0006124973297119141
111                           0.25                          163                           601                           1                             0.0011675357818603516
111                           0.5                           300                           2107                          1                             0.0031058788299560547
111                           0.75                          484                           7768                          1                             0.008095026016235352
112                           0.125                         132                           310                           1                             0.0005998611450195312
112                           0.25                          168                           620                           1                             0.001117706298828125
112                           0.5                           304                           1967                          1                             0.003130197525024414
112                           0.75                          498                           7374                          1                             0.008120536804199219
113                           0.125                         137                           309                           1                             0.0006008148193359375
113                           0.25                          202                           699                           1                             0.001224517822265625
113                           0.5                           317                           2348                          1                             0.0033102035522460938
113                           0.75                          511                           8392                          1                             0.008343219757080078
114                           0.125                         132                           317                           1                             0.0007712841033935547
114                           0.25                          217                           689                           1                             0.0013878345489501953
114                           0.5                           307                           2202                          1                             0.0031883716583251953
114                           0.75                          499                           7624                          1                             0.008471012115478516
115                           0.125                         143                           333                           1                             0.0006840229034423828
115                           0.25                          176                           674                           1                             0.0011899471282958984
115                           0.5                           291                           2286                          1                             0.0033369064331054688
115                           0.75                          509                           9132                          1                             0.00959634780883789
116                           0.125                         127                           331                           1                             0.000766754150390625
116                           0.25                          167                           689                           1                             0.0013110637664794922
116                           0.5                           294                           2202                          1                             0.003438234329223633
116                           0.75                          554                           9878                          1                             0.010251998901367188
117                           0.125                         147                           353                           1                             0.0008671283721923828
117                           0.25                          174                           714                           1                             0.0012662410736083984
117                           0.5                           285                           2143                          1                             0.003378152847290039
117                           0.75                          508                           8865                          1                             0.009080171585083008
118                           0.125                         146                           333                           1                             0.0006606578826904297
118                           0.25                          201                           711                           1                             0.0013136863708496094
118                           0.5                           275                           2258                          1                             0.003576993942260742
118                           0.75                          524                           9676                          1                             0.009614229202270508
119                           0.125                         131                           330                           1                             0.0007405281066894531
119                           0.25                          208                           726                           1                             0.0012679100036621094
119                           0.5                           330                           2347                          1                             0.0035126209259033203
119                           0.75                          476                           7734                          1                             0.008982419967651367
120                           0.125                         165                           358                           1                             0.0007030963897705078
120                           0.25                          210                           676                           1                             0.0012650489807128906
120                           0.5                           304                           2354                          1                             0.0035643577575683594
120                           0.75                          510                           8856                          1                             0.009434223175048828
121                           0.125                         149                           364                           1                             0.0009121894836425781
121                           0.25                          171                           686                           1                             0.0013935565948486328
121                           0.5                           283                           2311                          1                             0.003663778305053711
121                           0.75                          521                           9795                          1                             0.010479927062988281
122                           0.125                         146                           353                           1                             0.0007898807525634766
122                           0.25                          181                           680                           1                             0.0013957023620605469
122                           0.5                           301                           2371                          1                             0.003826618194580078
122                           0.75                          546                           9551                          1                             0.010499000549316406
123                           0.125                         149                           360                           1                             0.0008137226104736328
123                           0.25                          188                           798                           1                             0.0014896392822265625
123                           0.5                           296                           2298                          1                             0.003916263580322266
123                           0.75                          505                           9860                          1                             0.010774612426757812
124                           0.125                         132                           363                           1                             0.0008542537689208984
124                           0.25                          197                           733                           1                             0.001413583755493164
124                           0.5                           293                           2465                          1                             0.003971576690673828
124                           0.75                          490                           9786                          1                             0.011156320571899414
125                           0.125                         132                           367                           1                             0.0008909702301025391
125                           0.25                          201                           757                           1                             0.0014164447784423828
125                           0.5                           334                           2544                          1                             0.00424504280090332
125                           0.75                          569                           10007                         1                             0.011043548583984375
126                           0.125                         150                           378                           1                             0.0009236335754394531
126                           0.25                          176                           788                           1                             0.001550436019897461
126                           0.5                           315                           2558                          1                             0.004464864730834961
126                           0.75                          545                           8902                          1                             0.010521650314331055
127                           0.125                         165                           358                           1                             0.0009217262268066406
127                           0.25                          198                           818                           1                             0.0015850067138671875
127                           0.5                           304                           2734                          1                             0.004384517669677734
127                           0.75                          487                           10126                         1                             0.011514663696289062
128                           0.125                         136                           371                           1                             0.0008051395416259766
128                           0.25                          192                           754                           1                             0.0015337467193603516
128                           0.5                           327                           2769                          1                             0.004503488540649414
128                           0.75                          564                           11284                         1                             0.012952327728271484
129                           0.125                         157                           379                           1                             0.0008714199066162109
129                           0.25                          215                           785                           1                             0.0015926361083984375
129                           0.5                           300                           2548                          1                             0.004486083984375
129                           0.75                          599                           10103                         1                             0.011905670166015625
130                           0.125                         148                           423                           1                             0.0008656978607177734
130                           0.25                          197                           797                           1                             0.0015985965728759766
130                           0.5                           295                           2465                          1                             0.0044345855712890625
130                           0.75                          493                           10415                         1                             0.012438297271728516
131                           0.125                         131                           357                           1                             0.0008242130279541016
131                           0.25                          203                           838                           1                             0.0017609596252441406
131                           0.5                           345                           2408                          1                             0.00455474853515625
131                           0.75                          516                           11254                         1                             0.012949466705322266
132                           0.125                         156                           419                           1                             0.0009691715240478516
132                           0.25                          205                           869                           1                             0.0017657279968261719
132                           0.5                           307                           2467                          1                             0.004640817642211914
132                           0.75                          572                           10790                         1                             0.013521671295166016
133                           0.125                         147                           395                           1                             0.0008869171142578125
133                           0.25                          230                           894                           1                             0.0018122196197509766
133                           0.5                           303                           2639                          1                             0.004641294479370117
133                           0.75                          522                           12690                         1                             0.013565778732299805
134                           0.125                         150                           450                           1                             0.0009160041809082031
134                           0.25                          211                           937                           1                             0.0018105506896972656
134                           0.5                           315                           2919                          1                             0.004640102386474609
134                           0.75                          506                           11819                         1                             0.012783527374267578
135                           0.125                         149                           445                           1                             0.0009391307830810547
135                           0.25                          216                           921                           1                             0.0017387866973876953
135                           0.5                           332                           2693                          1                             0.004620075225830078
135                           0.75                          568                           10812                         1                             0.012492656707763672
136                           0.125                         153                           394                           1                             0.0008673667907714844
136                           0.25                          189                           801                           1                             0.0016558170318603516
136                           0.5                           350                           2735                          1                             0.004609584808349609
136                           0.75                          509                           10753                         1                             0.012761592864990234
137                           0.125                         142                           436                           1                             0.0009539127349853516
137                           0.25                          208                           858                           1                             0.0018777847290039062
137                           0.5                           309                           2688                          1                             0.004639387130737305
137                           0.75                          531                           11490                         1                             0.013743162155151367
138                           0.125                         154                           422                           1                             0.0009663105010986328
138                           0.25                          209                           841                           1                             0.0017848014831542969
138                           0.5                           307                           2806                          1                             0.004933595657348633
138                           0.75                          605                           13181                         1                             0.015357255935668945
139                           0.125                         149                           420                           1                             0.0010519027709960938
139                           0.25                          200                           818                           1                             0.001750946044921875
139                           0.5                           318                           2836                          1                             0.004827022552490234
139                           0.75                          560                           12089                         1                             0.01385498046875
140                           0.125                         165                           429                           1                             0.0009510517120361328
140                           0.25                          222                           952                           1                             0.0018641948699951172
140                           0.5                           315                           2738                          1                             0.004845380783081055
140                           0.75                          526                           11046                         1                             0.013265848159790039
141                           0.125                         145                           419                           1                             0.0010311603546142578
141                           0.25                          209                           841                           1                             0.0018711090087890625
141                           0.5                           294                           2675                          1                             0.004804849624633789
141                           0.75                          583                           11672                         1                             0.014196395874023438
142                           0.125                         136                           446                           1                             0.0009632110595703125
142                           0.25                          206                           973                           1                             0.0018794536590576172
142                           0.5                           297                           2870                          1                             0.005101442337036133
142                           0.75                          540                           13151                         1                             0.014792203903198242
143                           0.125                         172                           438                           1                             0.0009591579437255859
143                           0.25                          202                           848                           1                             0.0018048286437988281
143                           0.5                           348                           2813                          1                             0.005043745040893555
143                           0.75                          553                           10972                         1                             0.013579845428466797
144                           0.125                         143                           456                           1                             0.001077413558959961
144                           0.25                          200                           874                           1                             0.0018219947814941406
144                           0.5                           341                           3403                          1                             0.005454540252685547
144                           0.75                          556                           12830                         1                             0.015067577362060547
145                           0.125                         149                           475                           1                             0.001012563705444336
145                           0.25                          217                           955                           1                             0.0019960403442382812
145                           0.5                           327                           3178                          1                             0.005457401275634766
145                           0.75                          546                           14182                         1                             0.015836000442504883
146                           0.125                         156                           451                           1                             0.0010056495666503906
146                           0.25                          203                           937                           1                             0.001989603042602539
146                           0.5                           323                           3151                          1                             0.005380868911743164
146                           0.75                          565                           11568                         1                             0.014359235763549805
147                           0.125                         148                           458                           1                             0.0010035037994384766
147                           0.25                          251                           1038                          1                             0.002037525177001953
147                           0.5                           329                           3090                          1                             0.005431413650512695
147                           0.75                          581                           12070                         1                             0.015272378921508789
148                           0.125                         153                           475                           1                             0.0010051727294921875
148                           0.25                          196                           974                           1                             0.001901865005493164
148                           0.5                           321                           2976                          1                             0.005404949188232422
148                           0.75                          575                           11337                         1                             0.015172243118286133
149                           0.125                         166                           458                           1                             0.001066446304321289
149                           0.25                          205                           945                           1                             0.001958131790161133
149                           0.5                           327                           3358                          1                             0.005585908889770508
149                           0.75                          539                           12628                         1                             0.01543736457824707
150                           0.125                         142                           487                           1                             0.0010571479797363281
150                           0.25                          201                           973                           1                             0.0019207000732421875
150                           0.5                           343                           3410                          1                             0.0058710575103759766
150                           0.75                          548                           13768                         1                             0.016432523727416992
151                           0.125                         158                           495                           1                             0.001085042953491211
151                           0.25                          204                           994                           1                             0.0019605159759521484
151                           0.5                           340                           3466                          1                             0.005869865417480469
151                           0.75                          505                           11424                         1                             0.015065431594848633
152                           0.125                         136                           459                           1                             0.0010416507720947266
152                           0.25                          210                           992                           1                             0.0020160675048828125
152                           0.5                           329                           3314                          1                             0.005705118179321289
152                           0.75                          513                           12414                         1                             0.016311168670654297
153                           0.125                         156                           479                           1                             0.001142740249633789
153                           0.25                          209                           1021                          1                             0.002212047576904297
153                           0.5                           313                           3225                          1                             0.0057752132415771484
153                           0.75                          553                           13592                         1                             0.016890525817871094
154                           0.125                         172                           487                           1                             0.0011446475982666016
154                           0.25                          198                           964                           1                             0.002154827117919922
154                           0.5                           330                           3435                          1                             0.005921602249145508
154                           0.75                          615                           14077                         1                             0.017076730728149414
155                           0.125                         171                           516                           1                             0.0011982917785644531
155                           0.25                          200                           1020                          1                             0.002038240432739258
155                           0.5                           303                           3589                          1                             0.006325960159301758
155                           0.75                          638                           14742                         1                             0.017690181732177734
156                           0.125                         152                           482                           1                             0.0010967254638671875
156                           0.25                          209                           1006                          1                             0.0021696090698242188
156                           0.5                           329                           3373                          1                             0.006360292434692383
156                           0.75                          564                           13338                         1                             0.017401933670043945
157                           0.125                         151                           503                           1                             0.0010917186737060547
157                           0.25                          200                           1031                          1                             0.0021207332611083984
157                           0.5                           330                           3644                          1                             0.006308794021606445
157                           0.75                          617                           16295                         1                             0.019264936447143555
158                           0.125                         164                           529                           1                             0.0012831687927246094
158                           0.25                          232                           1015                          1                             0.0020999908447265625
158                           0.5                           336                           3279                          1                             0.006332874298095703
158                           0.75                          552                           13473                         1                             0.017343521118164062
159                           0.125                         164                           499                           1                             0.0011610984802246094
159                           0.25                          211                           1015                          1                             0.002274036407470703
159                           0.5                           328                           3513                          1                             0.006443500518798828
