Vertices                      Edges_Prob.                   Max_Weight                    Ops._Count                    Tested_Solutions              Search_Time
390                           0.75                          748                           48485                         1                             0.09709382057189941
391                           0.125                         181                           1788                          1                             0.005410432815551758
391                           0.25                          238                           3620                          1                             0.012065410614013672
391                           0.5                           419                           12108                         1                             0.03534650802612305
391                           0.75                          779                           50116                         1                             0.10149097442626953
392                           0.125                         202                           1763                          1                             0.005628824234008789
392                           0.25                          247                           3738                          1                             0.01229548454284668
392                           0.5                           413                           12228                         1                             0.036368608474731445
392                           0.75                          774                           53565                         1                             0.10620975494384766
393                           0.125                         227                           1817                          1                             0.005478620529174805
393                           0.25                          238                           3536                          1                             0.01188206672668457
393                           0.5                           449                           12485                         1                             0.03611588478088379
393                           0.75                          787                           53136                         1                             0.1054534912109375
394                           0.125                         175                           1772                          1                             0.005578517913818359
394                           0.25                          259                           3676                          1                             0.012192010879516602
394                           0.5                           443                           12942                         1                             0.03683042526245117
394                           0.75                          765                           54817                         1                             0.10647344589233398
395                           0.125                         194                           1756                          1                             0.0055353641510009766
395                           0.25                          258                           3661                          1                             0.012140750885009766
395                           0.5                           433                           12800                         1                             0.03655195236206055
395                           0.75                          802                           57022                         1                             0.10759139060974121
396                           0.125                         178                           1664                          1                             0.00531458854675293
396                           0.25                          234                           3566                          1                             0.01178884506225586
396                           0.5                           421                           12755                         1                             0.03683185577392578
396                           0.75                          815                           53903                         1                             0.10571622848510742
397                           0.125                         212                           1763                          1                             0.005629301071166992
397                           0.25                          256                           3650                          1                             0.012070894241333008
397                           0.5                           447                           13086                         1                             0.037545204162597656
397                           0.75                          775                           55695                         1                             0.10663366317749023
398                           0.125                         202                           1834                          1                             0.005728244781494141
398                           0.25                          255                           3695                          1                             0.012367010116577148
398                           0.5                           430                           13124                         1                             0.037476301193237305
398                           0.75                          844                           54812                         1                             0.10499811172485352
399                           0.125                         182                           1777                          1                             0.0055332183837890625
399                           0.25                          257                           3789                          1                             0.012038230895996094
399                           0.5                           442                           12999                         1                             0.03719162940979004
399                           0.75                          797                           54565                         1                             0.10652518272399902
400                           0.125                         186                           1784                          1                             0.0055811405181884766
400                           0.25                          241                           3745                          1                             0.012129068374633789
400                           0.5                           410                           12911                         1                             0.03676962852478027
400                           0.75                          775                           55846                         1                             0.10776710510253906
401                           0.125                         215                           1908                          1                             0.0056955814361572266
401                           0.25                          250                           3938                          1                             0.012768745422363281
401                           0.5                           445                           12717                         1                             0.037122249603271484
401                           0.75                          766                           53613                         1                             0.10631322860717773
402                           0.125                         188                           1807                          1                             0.005697965621948242
402                           0.25                          255                           3777                          1                             0.012407302856445312
402                           0.5                           439                           12943                         1                             0.0366973876953125
402                           0.75                          765                           53376                         1                             0.10807943344116211
403                           0.125                         193                           1764                          1                             0.005632162094116211
403                           0.25                          242                           3886                          1                             0.012789726257324219
403                           0.5                           400                           12721                         1                             0.03734779357910156
403                           0.75                          790                           47748                         1                             0.10307502746582031
404                           0.125                         188                           1809                          1                             0.0057713985443115234
404                           0.25                          233                           3658                          1                             0.01253366470336914
404                           0.5                           437                           13652                         1                             0.03907275199890137
404                           0.75                          829                           53421                         1                             0.10842132568359375
405                           0.125                         190                           1767                          1                             0.005877017974853516
405                           0.25                          248                           3637                          1                             0.012842893600463867
405                           0.5                           423                           12886                         1                             0.03802943229675293
405                           0.75                          724                           54250                         1                             0.11014008522033691
406                           0.125                         193                           1834                          1                             0.005886554718017578
406                           0.25                          249                           3718                          1                             0.013104915618896484
406                           0.5                           452                           13567                         1                             0.038736820220947266
406                           0.75                          764                           54058                         1                             0.11037611961364746
407                           0.125                         179                           1848                          1                             0.0058290958404541016
407                           0.25                          266                           3847                          1                             0.01334238052368164
407                           0.5                           460                           13911                         1                             0.04008030891418457
407                           0.75                          761                           53071                         1                             0.11276817321777344
408                           0.125                         180                           1877                          1                             0.00593113899230957
408                           0.25                          259                           3898                          1                             0.01328420639038086
408                           0.5                           440                           12783                         1                             0.0384678840637207
408                           0.75                          777                           55632                         1                             0.11317610740661621
409                           0.125                         179                           1845                          1                             0.0060727596282958984
409                           0.25                          244                           3896                          1                             0.013108253479003906
409                           0.5                           398                           13231                         1                             0.03881263732910156
409                           0.75                          801                           56690                         1                             0.11339449882507324
410                           0.125                         190                           1936                          1                             0.0061304569244384766
410                           0.25                          266                           3992                          1                             0.01350545883178711
410                           0.5                           404                           13352                         1                             0.03939247131347656
410                           0.75                          770                           54224                         1                             0.10976719856262207
411                           0.125                         206                           1832                          1                             0.006046772003173828
411                           0.25                          255                           4066                          1                             0.01342916488647461
411                           0.5                           427                           13340                         1                             0.039343833923339844
411                           0.75                          788                           56679                         1                             0.11490797996520996
412                           0.125                         187                           1892                          1                             0.006128072738647461
412                           0.25                          245                           3941                          1                             0.013409137725830078
412                           0.5                           405                           13686                         1                             0.040235042572021484
412                           0.75                          861                           55737                         1                             0.11446213722229004
413                           0.125                         188                           1890                          1                             0.005996227264404297
413                           0.25                          253                           3973                          1                             0.013214349746704102
413                           0.5                           456                           12846                         1                             0.039357662200927734
413                           0.75                          741                           52096                         1                             0.11704182624816895
414                           0.125                         182                           1907                          1                             0.006177186965942383
414                           0.25                          254                           4056                          1                             0.013791799545288086
414                           0.5                           420                           13235                         1                             0.039591073989868164
414                           0.75                          787                           55751                         1                             0.11623954772949219
415                           0.125                         182                           1858                          1                             0.005983591079711914
415                           0.25                          274                           4005                          1                             0.01392221450805664
415                           0.5                           433                           13480                         1                             0.040255069732666016
415                           0.75                          795                           57353                         1                             0.11512565612792969
416                           0.125                         187                           1857                          1                             0.006029844284057617
416                           0.25                          242                           3915                          1                             0.013504743576049805
416                           0.5                           417                           13288                         1                             0.03990578651428223
416                           0.75                          783                           54091                         1                             0.1160743236541748
417                           0.125                         198                           1828                          1                             0.006045818328857422
417                           0.25                          237                           3993                          1                             0.014088869094848633
417                           0.5                           457                           13752                         1                             0.041684865951538086
417                           0.75                          805                           60041                         1                             0.12268638610839844
418                           0.125                         209                           1888                          1                             0.00608062744140625
418                           0.25                          236                           3999                          1                             0.013535499572753906
418                           0.5                           429                           14052                         1                             0.04153275489807129
418                           0.75                          822                           61455                         1                             0.12389540672302246
419                           0.125                         210                           1907                          1                             0.0061380863189697266
419                           0.25                          258                           4023                          1                             0.025624990463256836
419                           0.5                           431                           13450                         1                             0.04054760932922363
419                           0.75                          761                           55728                         1                             0.11657428741455078
420                           0.125                         199                           1968                          1                             0.006606578826904297
420                           0.25                          257                           4067                          1                             0.01405024528503418
420                           0.5                           407                           13388                         1                             0.041394948959350586
420                           0.75                          802                           56621                         1                             0.11813735961914062
421                           0.125                         184                           1852                          1                             0.006066560745239258
421                           0.25                          261                           4061                          1                             0.013634204864501953
421                           0.5                           426                           13400                         1                             0.041321754455566406
421                           0.75                          795                           56291                         1                             0.11950850486755371
422                           0.125                         186                           1904                          1                             0.0062465667724609375
422                           0.25                          256                           3949                          1                             0.01402139663696289
422                           0.5                           424                           14388                         1                             0.04292798042297363
422                           0.75                          802                           58067                         1                             0.1212167739868164
423                           0.125                         190                           1896                          1                             0.006269693374633789
423                           0.25                          253                           4082                          1                             0.014096736907958984
423                           0.5                           438                           13748                         1                             0.04214620590209961
423                           0.75                          804                           58208                         1                             0.12577033042907715
424                           0.125                         201                           1828                          1                             0.006346702575683594
424                           0.25                          264                           4068                          1                             0.014042139053344727
424                           0.5                           436                           14087                         1                             0.04258012771606445
424                           0.75                          749                           60155                         1                             0.12575316429138184
425                           0.125                         182                           1821                          1                             0.00648188591003418
425                           0.25                          283                           4020                          1                             0.014242172241210938
425                           0.5                           435                           14290                         1                             0.043508052825927734
425                           0.75                          799                           57222                         1                             0.12429475784301758
426                           0.125                         185                           1932                          1                             0.006343364715576172
426                           0.25                          258                           4035                          1                             0.014156818389892578
426                           0.5                           436                           14487                         1                             0.04329967498779297
426                           0.75                          782                           56274                         1                             0.12407231330871582
427                           0.125                         184                           1959                          1                             0.006608247756958008
427                           0.25                          262                           4075                          1                             0.01428985595703125
427                           0.5                           430                           13696                         1                             0.04239153861999512
427                           0.75                          785                           54934                         1                             0.12401652336120605
428                           0.125                         203                           1957                          1                             0.006529331207275391
428                           0.25                          282                           4204                          1                             0.014550209045410156
428                           0.5                           447                           13866                         1                             0.04372429847717285
428                           0.75                          799                           59373                         1                             0.1276874542236328
429                           0.125                         183                           1916                          1                             0.0065915584564208984
429                           0.25                          260                           4109                          1                             0.014599084854125977
429                           0.5                           439                           13076                         1                             0.04277324676513672
429                           0.75                          806                           61113                         1                             0.12987232208251953
430                           0.125                         201                           1930                          1                             0.0064449310302734375
430                           0.25                          262                           4241                          1                             0.0146026611328125
430                           0.5                           416                           14068                         1                             0.044114112854003906
430                           0.75                          757                           57234                         1                             0.1264193058013916
431                           0.125                         204                           2013                          1                             0.0066034793853759766
431                           0.25                          270                           4221                          1                             0.014615535736083984
431                           0.5                           420                           13823                         1                             0.04292893409729004
431                           0.75                          761                           56504                         1                             0.12168478965759277
432                           0.125                         185                           1991                          1                             0.006573200225830078
432                           0.25                          266                           4129                          1                             0.014216184616088867
432                           0.5                           454                           14205                         1                             0.04679441452026367
432                           0.75                          796                           62940                         1                             0.1307220458984375
433                           0.125                         191                           1931                          1                             0.006511688232421875
433                           0.25                          260                           4083                          1                             0.014473438262939453
433                           0.5                           420                           13785                         1                             0.043457746505737305
433                           0.75                          818                           64687                         1                             0.13240623474121094
434                           0.125                         198                           2023                          1                             0.0067784786224365234
434                           0.25                          263                           4158                          1                             0.014825105667114258
434                           0.5                           442                           14534                         1                             0.04638791084289551
434                           0.75                          790                           60696                         1                             0.1342601776123047
435                           0.125                         218                           2018                          1                             0.006717205047607422
435                           0.25                          261                           4190                          1                             0.014633655548095703
435                           0.5                           454                           14837                         1                             0.0457158088684082
435                           0.75                          766                           60323                         1                             0.13218140602111816
436                           0.125                         191                           1910                          1                             0.006400585174560547
436                           0.25                          254                           4321                          1                             0.01472020149230957
436                           0.5                           447                           14149                         1                             0.04609560966491699
436                           0.75                          828                           60763                         1                             0.1376173496246338
437                           0.125                         185                           2024                          1                             0.006697893142700195
437                           0.25                          255                           4183                          1                             0.014636516571044922
437                           0.5                           444                           14521                         1                             0.044779300689697266
437                           0.75                          818                           60922                         1                             0.1304457187652588
438                           0.125                         191                           1992                          1                             0.006804943084716797
438                           0.25                          259                           4202                          1                             0.01522064208984375
438                           0.5                           442                           14161                         1                             0.04546093940734863
438                           0.75                          812                           58347                         1                             0.12832021713256836
439                           0.125                         194                           1994                          1                             0.0065991878509521484
439                           0.25                          276                           4237                          1                             0.014955997467041016
439                           0.5                           441                           14820                         1                             0.04557085037231445
439                           0.75                          842                           61192                         1                             0.13384222984313965
440                           0.125                         182                           2050                          1                             0.006847858428955078
440                           0.25                          294                           4203                          1                             0.015167713165283203
440                           0.5                           411                           14356                         1                             0.04593682289123535
440                           0.75                          844                           62839                         1                             0.132781982421875
441                           0.125                         182                           1984                          1                             0.0067980289459228516
441                           0.25                          281                           4256                          1                             0.015336036682128906
441                           0.5                           437                           14263                         1                             0.046491146087646484
441                           0.75                          837                           65721                         1                             0.13750338554382324
442                           0.125                         188                           2030                          1                             0.006697177886962891
442                           0.25                          254                           4264                          1                             0.014966011047363281
442                           0.5                           432                           14159                         1                             0.04585385322570801
442                           0.75                          771                           59049                         1                             0.13573741912841797
443                           0.125                         178                           2040                          1                             0.010594367980957031
443                           0.25                          268                           4361                          1                             0.022463321685791016
443                           0.5                           419                           14451                         1                             0.04681396484375
443                           0.75                          770                           63856                         1                             0.1395893096923828
444                           0.125                         207                           2066                          1                             0.007055759429931641
444                           0.25                          252                           4329                          1                             0.015220403671264648
444                           0.5                           455                           14769                         1                             0.047432661056518555
444                           0.75                          792                           64618                         1                             0.14353132247924805
445                           0.125                         178                           1924                          1                             0.007153749465942383
445                           0.25                          264                           4482                          1                             0.01592874526977539
445                           0.5                           425                           14621                         1                             0.048378944396972656
445                           0.75                          766                           58892                         1                             0.13516449928283691
446                           0.125                         194                           2047                          1                             0.007144451141357422
446                           0.25                          250                           4305                          1                             0.015576839447021484
446                           0.5                           426                           13936                         1                             0.0466916561126709
446                           0.75                          792                           61149                         1                             0.13904094696044922
447                           0.125                         189                           2035                          1                             0.007228851318359375
447                           0.25                          263                           4350                          1                             0.0159454345703125
447                           0.5                           452                           15146                         1                             0.0477755069732666
447                           0.75                          815                           66329                         1                             0.13944244384765625
448                           0.125                         182                           2017                          1                             0.007158517837524414
448                           0.25                          281                           4368                          1                             0.015497446060180664
448                           0.5                           478                           14584                         1                             0.04792642593383789
448                           0.75                          820                           65701                         1                             0.15816307067871094
449                           0.125                         211                           2095                          1                             0.007164955139160156
449                           0.25                          271                           4510                          1                             0.015808582305908203
449                           0.5                           449                           15018                         1                             0.04808759689331055
449                           0.75                          823                           64298                         1                             0.14007306098937988
450                           0.125                         204                           2104                          1                             0.007275819778442383
450                           0.25                          256                           4477                          1                             0.01596856117248535
450                           0.5                           418                           14957                         1                             0.04919886589050293
450                           0.75                          826                           61348                         1                             0.14072155952453613
451                           0.125                         184                           2100                          1                             0.007202625274658203
451                           0.25                          262                           4363                          1                             0.01594066619873047
451                           0.5                           454                           14906                         1                             0.049774885177612305
451                           0.75                          817                           67392                         1                             0.1484224796295166
452                           0.125                         189                           2112                          1                             0.007318973541259766
452                           0.25                          263                           4564                          1                             0.01629805564880371
452                           0.5                           446                           15116                         1                             0.049733877182006836
452                           0.75                          754                           59529                         1                             0.14739775657653809
453                           0.125                         198                           2081                          1                             0.007290840148925781
453                           0.25                          254                           4414                          1                             0.016368627548217773
453                           0.5                           441                           14995                         1                             0.04929494857788086
453                           0.75                          826                           63529                         1                             0.14325881004333496
454                           0.125                         198                           2042                          1                             0.007332801818847656
454                           0.25                          251                           4286                          1                             0.016181468963623047
454                           0.5                           432                           14573                         1                             0.04869985580444336
454                           0.75                          773                           62477                         1                             0.14177274703979492
455                           0.125                         184                           2051                          1                             0.007352590560913086
455                           0.25                          264                           4303                          1                             0.016229867935180664
455                           0.5                           445                           15449                         1                             0.04979348182678223
455                           0.75                          783                           63948                         1                             0.14673233032226562
456                           0.125                         185                           2013                          1                             0.007170677185058594
456                           0.25                          247                           4213                          1                             0.01620960235595703
456                           0.5                           423                           15125                         1                             0.04928779602050781
