Vertices,Edges_Prob,Max_Weight,Ops_Count,Tested_Solutions,Search_Time
160,0.5,342,3551,1,0.005527496337890625
160,0.75,633,15666,1,0.01622915267944336
161,0.125,161,576,1,0.0011858940124511719
161,0.25,229,1167,1,0.0021278858184814453
161,0.5,347,3656,1,0.005712747573852539
161,0.75,614,15657,1,0.015870332717895508
162,0.125,174,545,1,0.001081705093383789
162,0.25,215,1138,1,0.0020210742950439453
162,0.5,336,3571,1,0.0057108402252197266
162,0.75,568,13173,1,0.014722108840942383
163,0.125,173,545,1,0.0011017322540283203
163,0.25,223,1128,1,0.0020825862884521484
163,0.5,382,3813,1,0.005791425704956055
163,0.75,596,15688,1,0.016131877899169922
164,0.125,170,573,1,0.001111745834350586
164,0.25,213,1140,1,0.0020895004272460938
164,0.5,399,4073,1,0.005904436111450195
164,0.75,610,13618,1,0.015377998352050781
165,0.125,174,565,1,0.0013840198516845703
165,0.25,238,1260,1,0.002391815185546875
165,0.5,343,4027,1,0.006105661392211914
165,0.75,574,14759,1,0.015820741653442383
166,0.125,168,614,1,0.001092672348022461
166,0.25,243,1274,1,0.0021407604217529297
166,0.5,342,3863,1,0.006001949310302734
166,0.75,632,15100,1,0.016324520111083984
167,0.125,169,567,1,0.0011053085327148438
167,0.25,212,1211,1,0.002117156982421875
167,0.5,333,3740,1,0.005918025970458984
167,0.75,580,14373,1,0.015969038009643555
168,0.125,184,549,1,0.001071929931640625
168,0.25,221,1146,1,0.0021991729736328125
168,0.5,352,3698,1,0.006037235260009766
168,0.75,618,14279,1,0.016141176223754883
169,0.125,164,579,1,0.0012161731719970703
169,0.25,208,1091,1,0.0021200180053710938
169,0.5,355,3797,1,0.006023883819580078
169,0.75,611,16919,1,0.017447471618652344
170,0.125,172,601,1,0.0011401176452636719
170,0.25,214,1157,1,0.002155780792236328
170,0.5,336,3933,1,0.0060274600982666016
170,0.75,582,13790,1,0.016766071319580078
171,0.125,158,592,1,0.0011391639709472656
171,0.25,220,1243,1,0.002359628677368164
171,0.5,361,4094,1,0.0064585208892822266
171,0.75,619,15523,1,0.017178773880004883
172,0.125,190,627,1,0.0011534690856933594
172,0.25,198,1229,1,0.0022749900817871094
172,0.5,368,3805,1,0.006378889083862305
172,0.75,625,15783,1,0.017958641052246094
173,0.125,163,568,1,0.0011453628540039062
173,0.25,216,1186,1,0.0023174285888671875
173,0.5,329,3815,1,0.006386756896972656
173,0.75,635,17100,1,0.017882347106933594
174,0.125,160,639,1,0.0012357234954833984
174,0.25,204,1247,1,0.0022399425506591797
174,0.5,351,4317,1,0.006773710250854492
174,0.75,647,17711,1,0.01948070526123047
175,0.125,187,598,1,0.0011622905731201172
175,0.25,246,1261,1,0.0022749900817871094
175,0.5,379,4158,1,0.00668644905090332
175,0.75,613,14389,1,0.01730513572692871
176,0.125,168,577,1,0.0011451244354248047
176,0.25,220,1279,1,0.0024001598358154297
176,0.5,349,4318,1,0.006842613220214844
176,0.75,657,20501,1,0.020160436630249023
177,0.125,158,634,1,0.001241922378540039
177,0.25,212,1255,1,0.0024328231811523438
177,0.5,360,4220,1,0.006811380386352539
177,0.75,591,15985,1,0.017980337142944336
178,0.125,156,615,1,0.0012316703796386719
178,0.25,211,1246,1,0.0024492740631103516
178,0.5,353,4051,1,0.006619691848754883
178,0.75,624,16122,1,0.01834392547607422
179,0.125,159,627,1,0.0012583732604980469
179,0.25,235,1312,1,0.0023920536041259766
179,0.5,331,4001,1,0.006740093231201172
179,0.75,660,18361,1,0.01965951919555664
180,0.125,161,644,1,0.0012826919555664062
180,0.25,220,1396,1,0.0024449825286865234
180,0.5,340,4176,1,0.0069539546966552734
180,0.75,674,16709,1,0.019708871841430664
181,0.125,163,664,1,0.0012524127960205078
181,0.25,235,1346,1,0.0024089813232421875
181,0.5,360,4233,1,0.006929159164428711
181,0.75,613,17276,1,0.018976688385009766
182,0.125,151,598,1,0.0012221336364746094
182,0.25,195,1263,1,0.0024046897888183594
182,0.5,350,4108,1,0.006894826889038086
182,0.75,651,19317,1,0.0203704833984375
183,0.125,172,665,1,0.0012965202331542969
183,0.25,227,1407,1,0.002572774887084961
183,0.5,344,4382,1,0.007402181625366211
183,0.75,604,17960,1,0.020045995712280273
184,0.125,165,680,1,0.0012943744659423828
184,0.25,242,1312,1,0.002543210983276367
184,0.5,361,4442,1,0.007288455963134766
184,0.75,611,19049,1,0.020215988159179688
185,0.125,160,660,1,0.0012984275817871094
185,0.25,216,1339,1,0.0025653839111328125
185,0.5,379,4289,1,0.007088899612426758
185,0.75,600,16522,1,0.019514799118041992
186,0.125,156,649,1,0.0012886524200439453
186,0.25,221,1374,1,0.002637147903442383
186,0.5,354,4200,1,0.007184028625488281
186,0.75,607,18450,1,0.02018117904663086
187,0.125,165,630,1,0.0013086795806884766
187,0.25,209,1360,1,0.0027685165405273438
187,0.5,347,4445,1,0.0072956085205078125
187,0.75,625,18084,1,0.020433902740478516
188,0.125,166,686,1,0.0013613700866699219
188,0.25,215,1368,1,0.002591371536254883
188,0.5,359,4596,1,0.007798910140991211
188,0.75,654,17511,1,0.0209348201751709
189,0.125,173,697,1,0.0013434886932373047
189,0.25,207,1340,1,0.002675771713256836
189,0.5,343,4589,1,0.0077667236328125
189,0.75,614,17409,1,0.020689964294433594
190,0.125,164,689,1,0.001359701156616211
190,0.25,218,1407,1,0.002812623977661133
190,0.5,378,4658,1,0.007761955261230469
190,0.75,662,18919,1,0.02116680145263672
191,0.125,186,677,1,0.0014200210571289062
191,0.25,256,1387,1,0.0026934146881103516
191,0.5,365,4534,1,0.00791168212890625
191,0.75,669,16910,1,0.02019214630126953
192,0.125,164,697,1,0.0013501644134521484
192,0.25,214,1353,1,0.002749919891357422
192,0.5,359,4821,1,0.007813692092895508
192,0.75,604,18433,1,0.021967411041259766
193,0.125,163,671,1,0.001413106918334961
193,0.25,215,1458,1,0.0027468204498291016
193,0.5,346,4300,1,0.007854700088500977
193,0.75,607,18668,1,0.021989822387695312
194,0.125,159,661,1,0.0013575553894042969
194,0.25,217,1361,1,0.0028314590454101562
194,0.5,361,4808,1,0.007977485656738281
194,0.75,631,17930,1,0.02181696891784668
195,0.125,173,673,1,0.0015232563018798828
195,0.25,219,1513,1,0.0029838085174560547
195,0.5,371,4957,1,0.00806283950805664
195,0.75,604,18228,1,0.021851062774658203
196,0.125,176,697,1,0.0014400482177734375
196,0.25,220,1480,1,0.0028302669525146484
196,0.5,356,5057,1,0.008348226547241211
196,0.75,628,17668,1,0.02189326286315918
197,0.125,190,755,1,0.001504659652709961
197,0.25,220,1587,1,0.0030472278594970703
197,0.5,341,4828,1,0.008278131484985352
197,0.75,637,19434,1,0.023964643478393555
198,0.125,164,699,1,0.0014622211456298828
198,0.25,211,1516,1,0.0030100345611572266
198,0.5,350,4906,1,0.00828862190246582
198,0.75,645,17370,1,0.021076440811157227
199,0.125,168,694,1,0.0014734268188476562
199,0.25,232,1471,1,0.003004789352416992
199,0.5,344,4609,1,0.008256196975708008
199,0.75,634,19412,1,0.023444652557373047
200,0.125,166,709,1,0.0014312267303466797
200,0.25,237,1528,1,0.00298309326171875
200,0.5,356,4936,1,0.008388519287109375
200,0.75,660,17252,1,0.0223085880279541
201,0.125,159,740,1,0.0015192031860351562
201,0.25,248,1584,1,0.003030061721801758
201,0.5,353,4555,1,0.008138418197631836
201,0.75,630,19173,1,0.02297043800354004
202,0.125,178,732,1,0.0015625953674316406
202,0.25,221,1457,1,0.002947092056274414
202,0.5,361,4776,1,0.008291244506835938
202,0.75,684,21192,1,0.024394989013671875
203,0.125,189,767,1,0.0015087127685546875
203,0.25,243,1482,1,0.0029256343841552734
203,0.5,335,4631,1,0.008477926254272461
203,0.75,564,16359,1,0.021152257919311523
204,0.125,184,753,1,0.0016107559204101562
204,0.25,241,1555,1,0.003177165985107422
204,0.5,371,5016,1,0.008668899536132812
204,0.75,656,20831,1,0.02432394027709961
205,0.125,170,715,1,0.0015492439270019531
205,0.25,227,1484,1,0.003002166748046875
205,0.5,405,5420,1,0.009207963943481445
205,0.75,683,21316,1,0.02468109130859375
206,0.125,166,734,1,0.0015380382537841797
206,0.25,254,1526,1,0.003085613250732422
206,0.5,356,5114,1,0.008844137191772461
206,0.75,654,19895,1,0.024415254592895508
207,0.125,178,740,1,0.0015788078308105469
207,0.25,225,1507,1,0.0031092166900634766
207,0.5,402,5015,1,0.010718822479248047
207,0.75,685,20793,1,0.02617931365966797
208,0.125,166,775,1,0.001561880111694336
208,0.25,246,1624,1,0.003185272216796875
208,0.5,354,5030,1,0.00883030891418457
208,0.75,645,18716,1,0.02358245849609375
209,0.125,169,773,1,0.0015730857849121094
209,0.25,227,1454,1,0.0032117366790771484
209,0.5,355,5509,1,0.009485960006713867
209,0.75,663,20202,1,0.024817943572998047
210,0.125,158,718,1,0.0016291141510009766
210,0.25,219,1596,1,0.0031571388244628906
210,0.5,376,5235,1,0.009492158889770508
210,0.75,642,20545,1,0.024959325790405273
211,0.125,194,796,1,0.0016484260559082031
211,0.25,234,1607,1,0.0034208297729492188
211,0.5,358,5425,1,0.009200811386108398
211,0.75,670,22816,1,0.02622818946838379
212,0.125,178,835,1,0.0016987323760986328
212,0.25,227,1567,1,0.003264904022216797
212,0.5,358,5557,1,0.009667634963989258
212,0.75,591,18482,1,0.024180173873901367
213,0.125,178,751,1,0.0016193389892578125
213,0.25,226,1642,1,0.0034303665161132812
213,0.5,404,5270,1,0.00963735580444336
213,0.75,621,19977,1,0.02512359619140625
214,0.125,177,798,1,0.0016064643859863281
214,0.25,237,1607,1,0.0033292770385742188
214,0.5,369,5363,1,0.009658575057983398
214,0.75,654,22729,1,0.027990102767944336
215,0.125,195,770,1,0.001653909683227539
215,0.25,219,1584,1,0.0034532546997070312
215,0.5,342,5355,1,0.009583234786987305
215,0.75,657,21611,1,0.02621006965637207
216,0.125,170,776,1,0.0018298625946044922
216,0.25,217,1574,1,0.003319263458251953
216,0.5,397,5565,1,0.009894371032714844
216,0.75,655,22542,1,0.027012109756469727
217,0.125,178,806,1,0.0017838478088378906
217,0.25,215,1575,1,0.0033311843872070312
217,0.5,365,5084,1,0.009778976440429688
217,0.75,675,20590,1,0.026538610458374023
218,0.125,177,766,1,0.00176239013671875
218,0.25,234,1702,1,0.003432750701904297
218,0.5,393,5564,1,0.009943723678588867
218,0.75,644,21604,1,0.026438474655151367
219,0.125,181,839,1,0.0017156600952148438
219,0.25,249,1722,1,0.003534555435180664
219,0.5,388,5682,1,0.009952783584594727
219,0.75,633,20758,1,0.026330232620239258
220,0.125,170,815,1,0.001714944839477539
220,0.25,222,1708,1,0.0036211013793945312
220,0.5,371,5740,1,0.010200023651123047
220,0.75,705,24519,1,0.029295682907104492
221,0.125,175,784,1,0.0018465518951416016
221,0.25,224,1674,1,0.003455638885498047
221,0.5,367,5388,1,0.01050114631652832
221,0.75,667,22090,1,0.027705907821655273
222,0.125,167,800,1,0.0017750263214111328
222,0.25,223,1652,1,0.003553152084350586
222,0.5,353,5557,1,0.010505437850952148
222,0.75,629,22454,1,0.02838873863220215
223,0.125,175,840,1,0.0018067359924316406
223,0.25,228,1781,1,0.003643035888671875
223,0.5,364,5524,1,0.010344982147216797
223,0.75,628,22033,1,0.027783870697021484
224,0.125,171,865,1,0.0017905235290527344
224,0.25,224,1664,1,0.0036993026733398438
224,0.5,406,6035,1,0.010626554489135742
224,0.75,654,22450,1,0.028923749923706055
225,0.125,177,842,1,0.0018405914306640625
225,0.25,225,1713,1,0.003600597381591797
225,0.5,355,5724,1,0.01057291030883789
225,0.75,681,24387,1,0.02933955192565918
226,0.125,175,867,1,0.0017747879028320312
226,0.25,217,1691,1,0.003641366958618164
226,0.5,381,5763,1,0.01059103012084961
226,0.75,675,24039,1,0.02949357032775879
227,0.125,169,830,1,0.0018622875213623047
227,0.25,212,1738,1,0.0036268234252929688
227,0.5,374,5862,1,0.010937929153442383
227,0.75,668,22901,1,0.02903151512145996
228,0.125,180,907,1,0.0018801689147949219
228,0.25,246,1856,1,0.0038335323333740234
228,0.5,390,6109,1,0.010939359664916992
228,0.75,635,24299,1,0.03101634979248047
229,0.125,181,882,1,0.0018627643585205078
229,0.25,222,1757,1,0.003818511962890625
229,0.5,382,6044,1,0.011263847351074219
229,0.75,710,24799,1,0.031007051467895508
230,0.125,164,860,1,0.001878976821899414
230,0.25,218,1714,1,0.003759145736694336
230,0.5,369,5938,1,0.010699987411499023
230,0.75,645,23265,1,0.029916048049926758
231,0.125,176,815,1,0.0018868446350097656
231,0.25,222,1766,1,0.0037415027618408203
231,0.5,346,5511,1,0.010895967483520508
231,0.75,624,22849,1,0.029888629913330078
232,0.125,177,916,1,0.0019211769104003906
232,0.25,222,1788,1,0.003881692886352539
232,0.5,377,6205,1,0.011119842529296875
232,0.75,618,23987,1,0.0310971736907959
233,0.125,173,881,1,0.0018835067749023438
233,0.25,218,1837,1,0.003953695297241211
233,0.5,388,5884,1,0.011006832122802734
233,0.75,707,25838,1,0.03243279457092285
234,0.125,177,945,1,0.0019009113311767578
234,0.25,219,1857,1,0.003983497619628906
234,0.5,398,5771,1,0.011342525482177734
234,0.75,640,26153,1,0.03206515312194824
235,0.125,201,985,1,0.001947641372680664
235,0.25,217,1845,1,0.003913402557373047
235,0.5,388,5925,1,0.011146783828735352
235,0.75,714,26180,1,0.03264045715332031
236,0.125,173,881,1,0.0020186901092529297
236,0.25,234,1860,1,0.00392913818359375
236,0.5,342,6076,1,0.011470794677734375
236,0.75,619,22325,1,0.030244112014770508
237,0.125,187,893,1,0.001960277557373047
237,0.25,238,1840,1,0.0039484500885009766
237,0.5,372,5931,1,0.011688470840454102
237,0.75,695,25198,1,0.03256559371948242
238,0.125,177,883,1,0.0020134449005126953
238,0.25,241,1841,1,0.004117250442504883
238,0.5,416,5987,1,0.011774539947509766
238,0.75,687,27018,1,0.03476214408874512
239,0.125,175,943,1,0.002082347869873047
239,0.25,236,2025,1,0.004297733306884766
239,0.5,367,6603,1,0.011858463287353516
239,0.75,703,25859,1,0.032835960388183594
240,0.125,182,898,1,0.0019953250885009766
240,0.25,242,1910,1,0.004105329513549805
240,0.5,364,6306,1,0.011834859848022461
240,0.75,662,24107,1,0.03190469741821289
241,0.125,180,947,1,0.0019969940185546875
241,0.25,225,1829,1,0.004088640213012695
241,0.5,431,6235,1,0.011625289916992188
241,0.75,703,25971,1,0.0337069034576416
242,0.125,175,915,1,0.0021119117736816406
242,0.25,246,1938,1,0.004102230072021484
242,0.5,372,6615,1,0.012154340744018555
242,0.75,640,23690,1,0.03301119804382324
243,0.125,169,944,1,0.001979827880859375
243,0.25,235,1983,1,0.004233121871948242
243,0.5,362,5780,1,0.01180267333984375
243,0.75,709,25920,1,0.03351855278015137
244,0.125,179,922,1,0.002125263214111328
244,0.25,269,1896,1,0.00422215461730957
244,0.5,359,6028,1,0.01204371452331543
244,0.75,698,30494,1,0.03666329383850098
245,0.125,181,928,1,0.0020596981048583984
245,0.25,234,1955,1,0.004222869873046875
245,0.5,383,6484,1,0.011992454528808594
245,0.75,735,28147,1,0.03550577163696289
246,0.125,192,947,1,0.002116680145263672
246,0.25,244,1960,1,0.004251241683959961
246,0.5,374,6377,1,0.012500524520874023
246,0.75,707,27010,1,0.034729957580566406
247,0.125,173,907,1,0.00205230712890625
247,0.25,233,1840,1,0.004282712936401367
247,0.5,373,6174,1,0.011895179748535156
247,0.75,689,26702,1,0.034487009048461914
248,0.125,187,909,1,0.0020372867584228516
248,0.25,249,1949,1,0.00438690185546875
248,0.5,395,6311,1,0.012319087982177734
248,0.75,654,25715,1,0.03518223762512207
249,0.125,174,939,1,0.0021054744720458984
249,0.25,225,1996,1,0.0045359134674072266
249,0.5,385,6812,1,0.01296687126159668
249,0.75,656,25322,1,0.034427642822265625
250,0.125,175,920,1,0.0020847320556640625
250,0.25,258,2005,1,0.004603385925292969
250,0.5,372,6114,1,0.011968135833740234
250,0.75,678,24618,1,0.033635616302490234
251,0.125,183,982,1,0.0022258758544921875
251,0.25,256,1947,1,0.0044040679931640625
251,0.5,393,6360,1,0.012808084487915039
251,0.75,697,25615,1,0.03491783142089844
252,0.125,180,979,1,0.002163410186767578
252,0.25,216,1950,1,0.0044956207275390625
252,0.5,397,6548,1,0.012729644775390625
252,0.75,697,26047,1,0.0363616943359375
253,0.125,190,987,1,0.0022821426391601562
253,0.25,280,2037,1,0.004638671875
253,0.5,394,6840,1,0.013187885284423828
253,0.75,682,26281,1,0.03643512725830078
254,0.125,212,1007,1,0.0022270679473876953
254,0.25,236,2180,1,0.004713296890258789
254,0.5,402,6923,1,0.013273000717163086
254,0.75,671,28025,1,0.03774070739746094
255,0.125,163,932,1,0.0022683143615722656
255,0.25,226,2056,1,0.004636526107788086
255,0.5,379,6750,1,0.013127803802490234
255,0.75,734,27474,1,0.03692150115966797
256,0.125,194,980,1,0.002295255661010742
256,0.25,233,2001,1,0.0046231746673583984
256,0.5,417,7089,1,0.013529062271118164
256,0.75,708,28167,1,0.03812980651855469
257,0.125,174,1019,1,0.0022974014282226562
257,0.25,235,2035,1,0.00482630729675293
257,0.5,413,6998,1,0.013805866241455078
257,0.75,718,28091,1,0.03842926025390625
258,0.125,171,964,1,0.0022211074829101562
258,0.25,225,2159,1,0.004913330078125
258,0.5,378,6831,1,0.013622522354125977
258,0.75,686,30415,1,0.03927421569824219
259,0.125,183,997,1,0.002321481704711914
259,0.25,222,2071,1,0.004913806915283203
259,0.5,354,7075,1,0.013972759246826172
259,0.75,697,28166,1,0.0390477180480957
260,0.125,193,1014,1,0.0023746490478515625
260,0.25,256,2141,1,0.004906415939331055
260,0.5,373,6781,1,0.01395869255065918
260,0.75,689,27794,1,0.04317474365234375
261,0.125,172,986,1,0.002305269241333008
261,0.25,256,2130,1,0.00493931770324707
261,0.5,387,6829,1,0.013810157775878906
261,0.75,733,30411,1,0.04027748107910156
262,0.125,182,985,1,0.002355337142944336
262,0.25,248,2191,1,0.0051500797271728516
262,0.5,396,6952,1,0.013866424560546875
262,0.75,689,29962,1,0.04044294357299805
263,0.125,188,959,1,0.002337217330932617
263,0.25,224,2220,1,0.005115032196044922
263,0.5,367,6938,1,0.014378547668457031
263,0.75,681,29611,1,0.0407559871673584
264,0.125,193,1022,1,0.002391815185546875
264,0.25,234,2267,1,0.005204677581787109
264,0.5,386,6904,1,0.014329671859741211
264,0.75,716,29180,1,0.04099082946777344
265,0.125,177,1037,1,0.002412080764770508
265,0.25,232,2314,1,0.005246400833129883
265,0.5,382,6743,1,0.014301300048828125
265,0.75,711,29687,1,0.0419461727142334
266,0.125,193,1072,1,0.002585887908935547
266,0.25,239,2200,1,0.005129575729370117
266,0.5,361,7404,1,0.01497793197631836
266,0.75,726,32603,1,0.04256176948547363
267,0.125,187,1087,1,0.0024445056915283203
267,0.25,231,2229,1,0.00531005859375
267,0.5,387,7084,1,0.01498556137084961
267,0.75,710,30790,1,0.0424957275390625
268,0.125,170,1054,1,0.002488374710083008
268,0.25,225,2161,1,0.005379676818847656
268,0.5,392,7800,1,0.01562047004699707
268,0.75,687,31940,1,0.04294085502624512
269,0.125,175,1076,1,0.002550840377807617
269,0.25,235,2293,1,0.005416154861450195
269,0.5,383,7560,1,0.015542268753051758
269,0.75,693,33120,1,0.04416799545288086
270,0.125,178,1013,1,0.0024750232696533203
270,0.25,248,2277,1,0.005463838577270508
270,0.5,420,7117,1,0.01532745361328125
270,0.75,691,30015,1,0.043210744857788086
271,0.125,181,1089,1,0.002582550048828125
271,0.25,235,2254,1,0.005278110504150391
271,0.5,366,7656,1,0.015534400939941406
271,0.75,771,35334,1,0.04584312438964844
272,0.125,179,1033,1,0.002550363540649414
272,0.25,229,2314,1,0.005365848541259766
272,0.5,405,7605,1,0.015765666961669922
272,0.75,682,30056,1,0.0428624153137207
273,0.125,181,1103,1,0.002588510513305664
273,0.25,235,2290,1,0.005431652069091797
273,0.5,370,7580,1,0.015604496002197266
273,0.75,678,31608,1,0.04397082328796387
274,0.125,193,1083,1,0.0027747154235839844
274,0.25,252,2328,1,0.00562739372253418
274,0.5,399,7203,1,0.01536703109741211
274,0.75,680,32178,1,0.04545164108276367
275,0.125,182,1121,1,0.0025968551635742188
275,0.25,235,2363,1,0.0055811405181884766
275,0.5,380,7907,1,0.015926361083984375
275,0.75,730,34451,1,0.047475576400756836
276,0.125,193,1093,1,0.00263214111328125
276,0.25,231,2392,1,0.005841970443725586
276,0.5,417,7731,1,0.01638174057006836
276,0.75,709,33067,1,0.0474543571472168
277,0.125,173,1018,1,0.002676725387573242
277,0.25,230,2306,1,0.005861997604370117
277,0.5,372,7440,1,0.015989303588867188
277,0.75,734,32480,1,0.045990943908691406
278,0.125,182,1102,1,0.002694368362426758
278,0.25,259,2529,1,0.0057544708251953125
278,0.5,409,7292,1,0.016132831573486328
278,0.75,696,31050,1,0.04566001892089844
279,0.125,183,1128,1,0.002660989761352539
279,0.25,238,2372,1,0.005816221237182617
279,0.5,398,7203,1,0.01628875732421875
279,0.75,726,33405,1,0.047576904296875
280,0.125,198,1146,1,0.0027151107788085938
280,0.25,270,2491,1,0.005911588668823242
280,0.5,394,8029,1,0.01671886444091797
280,0.75,734,34165,1,0.049948930740356445
281,0.125,191,1057,1,0.002689361572265625
281,0.25,235,2283,1,0.0058667659759521484
281,0.5,377,8004,1,0.016864538192749023
281,0.75,761,31048,1,0.04620242118835449
282,0.125,182,1082,1,0.002712726593017578
282,0.25,290,2314,1,0.005857944488525391
282,0.5,426,7666,1,0.016562223434448242
282,0.75,727,34633,1,0.048160552978515625
283,0.125,191,1103,1,0.0027005672454833984
283,0.25,230,2330,1,0.005860567092895508
283,0.5,393,7849,1,0.016837358474731445
283,0.75,768,34412,1,0.049216508865356445
284,0.125,187,1120,1,0.002905130386352539
284,0.25,246,2483,1,0.006062030792236328
284,0.5,410,8178,1,0.017464160919189453
284,0.75,720,34013,1,0.05016303062438965
285,0.125,176,1089,1,0.002761363983154297
285,0.25,255,2286,1,0.006015777587890625
285,0.5,376,7547,1,0.01746058464050293
285,0.75,697,32842,1,0.05019998550415039
286,0.125,190,1154,1,0.0028417110443115234
286,0.25,256,2398,1,0.0066869258880615234
286,0.5,364,7727,1,0.017462730407714844
286,0.75,753,32825,1,0.049356937408447266
287,0.125,201,1141,1,0.0029439926147460938
287,0.25,239,2471,1,0.006259441375732422
287,0.5,412,7810,1,0.01744556427001953
287,0.75,728,34128,1,0.04948925971984863
288,0.125,168,1151,1,0.0028657913208007812
288,0.25,219,2373,1,0.0062122344970703125
288,0.5,369,7929,1,0.017255067825317383
288,0.75,776,31778,1,0.04831409454345703
289,0.125,185,1217,1,0.002910614013671875
289,0.25,247,2508,1,0.006268024444580078
289,0.5,378,8061,1,0.017531156539916992
289,0.75,670,34813,1,0.05011320114135742
290,0.125,184,1253,1,0.0029392242431640625
290,0.25,226,2481,1,0.006378173828125
290,0.5,420,8740,1,0.018283605575561523
290,0.75,722,37774,1,0.05260157585144043
291,0.125,174,1164,1,0.0028378963470458984
291,0.25,225,2449,1,0.0065059661865234375
291,0.5,379,8217,1,0.018054723739624023
291,0.75,731,32512,1,0.05082845687866211
292,0.125,178,1174,1,0.002946138381958008
292,0.25,262,2608,1,0.00640416145324707
292,0.5,376,8110,1,0.01884317398071289
292,0.75,719,35467,1,0.052435874938964844
293,0.125,180,1208,1,0.003038644790649414
293,0.25,252,2485,1,0.006443500518798828
293,0.5,369,8242,1,0.018422603607177734
293,0.75,700,33773,1,0.051311492919921875
294,0.125,185,1272,1,0.0030062198638916016
294,0.25,230,2443,1,0.006537914276123047
294,0.5,398,7940,1,0.018041372299194336
294,0.75,712,33481,1,0.05095720291137695
295,0.125,191,1218,1,0.0030770301818847656
295,0.25,233,2583,1,0.006579399108886719
295,0.5,409,8402,1,0.019026994705200195
295,0.75,697,33979,1,0.05301046371459961
296,0.125,170,1139,1,0.0030570030212402344
296,0.25,253,2522,1,0.0067691802978515625
296,0.5,380,8528,1,0.01897740364074707
296,0.75,756,36444,1,0.05486702919006348
297,0.125,179,1166,1,0.0030698776245117188
297,0.25,255,2572,1,0.006781578063964844
297,0.5,393,8384,1,0.019091367721557617
297,0.75,676,34755,1,0.05327939987182617
298,0.125,190,1208,1,0.003030538558959961
298,0.25,242,2575,1,0.006763935089111328
298,0.5,399,8341,1,0.01935124397277832
298,0.75,724,35307,1,0.05428719520568848
299,0.125,188,1265,1,0.003203868865966797
299,0.25,230,2546,1,0.0066640377044677734
299,0.5,401,8736,1,0.019623517990112305
299,0.75,684,34635,1,0.054322242736816406
300,0.125,186,1224,1,0.003236532211303711
300,0.25,235,2557,1,0.00696563720703125
300,0.5,396,7759,1,0.019164323806762695
300,0.75,772,35662,1,0.055649757385253906
301,0.125,199,1291,1,0.003224611282348633
301,0.25,234,2646,1,0.00703883171081543
301,0.5,408,8858,1,0.019759178161621094
301,0.75,730,34563,1,0.053488731384277344
302,0.125,182,1143,1,0.0032758712768554688
302,0.25,248,2427,1,0.006711721420288086
302,0.5,394,8732,1,0.019954204559326172
302,0.75,722,35294,1,0.05434989929199219
303,0.125,191,1296,1,0.003287792205810547
303,0.25,236,2538,1,0.00706791877746582
303,0.5,386,8382,1,0.019357919692993164
303,0.75,739,39016,1,0.058834075927734375
304,0.125,193,1269,1,0.0031583309173583984
304,0.25,246,2607,1,0.006950855255126953
304,0.5,397,8660,1,0.020308732986450195
304,0.75,685,35059,1,0.05527329444885254
305,0.125,174,1306,1,0.003284931182861328
305,0.25,246,2696,1,0.007291078567504883
305,0.5,399,8982,1,0.0207979679107666
305,0.75,739,37052,1,0.058539390563964844
306,0.125,196,1245,1,0.003277301788330078
306,0.25,256,2678,1,0.0072095394134521484
306,0.5,383,8571,1,0.02088308334350586
306,0.75,723,38227,1,0.05782747268676758
307,0.125,186,1219,1,0.003369569778442383
307,0.25,241,2585,1,0.0071163177490234375
307,0.5,410,8635,1,0.02021169662475586
307,0.75,728,39096,1,0.05993199348449707
308,0.125,177,1262,1,0.0034737586975097656
308,0.25,258,2709,1,0.007286787033081055
308,0.5,380,8493,1,0.020251989364624023
308,0.75,700,34640,1,0.05786633491516113
309,0.125,178,1256,1,0.0032339096069335938
309,0.25,240,2655,1,0.007249593734741211
309,0.5,404,9201,1,0.021222829818725586
309,0.75,722,36375,1,0.058179616928100586
310,0.125,180,1264,1,0.003347635269165039
310,0.25,255,2684,1,0.007293224334716797
310,0.5,384,8511,1,0.02059149742126465
310,0.75,757,39562,1,0.0608062744140625
311,0.125,199,1285,1,0.0033600330352783203
311,0.25,254,2749,1,0.007486820220947266
311,0.5,403,8878,1,0.021071672439575195
311,0.75,708,37560,1,0.058599233627319336
312,0.125,186,1254,1,0.003396272659301758
312,0.25,245,2746,1,0.0074880123138427734
312,0.5,398,8778,1,0.0209197998046875
312,0.75,750,36803,1,0.05841684341430664
313,0.125,172,1280,1,0.0033431053161621094
313,0.25,289,2746,1,0.007486104965209961
313,0.5,387,8830,1,0.02145552635192871
313,0.75,724,36900,1,0.06158447265625
314,0.125,190,1252,1,0.0034170150756835938
314,0.25,232,2691,1,0.007381439208984375
314,0.5,418,9015,1,0.025620698928833008
314,0.75,725,39078,1,0.0629279613494873
315,0.125,173,1291,1,0.003468036651611328
315,0.25,247,2685,1,0.007533550262451172
315,0.5,426,9328,1,0.02222418785095215
315,0.75,679,36911,1,0.06053948402404785
316,0.125,210,1304,1,0.003517627716064453
316,0.25,239,2748,1,0.007550477981567383
316,0.5,383,8667,1,0.021605491638183594
316,0.75,724,37152,1,0.06206464767456055
317,0.125,190,1295,1,0.0034258365631103516
317,0.25,244,2734,1,0.007655143737792969
317,0.5,390,9232,1,0.02249622344970703
317,0.75,711,35035,1,0.06108808517456055
318,0.125,179,1396,1,0.003712892532348633
