Vertices,Edges_Prob,Max_Weight,Ops_Count,Tested_Solutions,Search_Time
62,0.25,189,270,1,0.00035643577575683594
62,0.5,276,942,1,0.0009577274322509766
62,0.75,379,2937,1,0.0023097991943359375
63,0.125,149,143,1,0.00020694732666015625
63,0.25,211,303,1,0.0003833770751953125
63,0.5,274,972,1,0.0009603500366210938
63,0.75,441,3824,1,0.0024988651275634766
64,0.125,135,142,1,0.00020813941955566406
64,0.25,163,270,1,0.00040531158447265625
64,0.5,326,1016,1,0.0011129379272460938
64,0.75,450,3817,1,0.0026412010192871094
65,0.125,125,153,1,0.00022983551025390625
65,0.25,156,301,1,0.00040793418884277344
65,0.5,283,952,1,0.0011053085327148438
65,0.75,495,4311,1,0.0027735233306884766
66,0.125,147,170,1,0.00022554397583007812
66,0.25,169,286,1,0.00039458274841308594
66,0.5,272,986,1,0.001050710678100586
66,0.75,476,4270,1,0.0027875900268554688
67,0.125,125,161,1,0.00022530555725097656
67,0.25,158,291,1,0.0003898143768310547
67,0.5,247,974,1,0.00102996826171875
67,0.75,446,3830,1,0.002793550491333008
68,0.125,125,164,1,0.00024700164794921875
68,0.25,178,300,1,0.0004146099090576172
68,0.5,279,1091,1,0.0011820793151855469
68,0.75,472,3716,1,0.00276947021484375
69,0.125,125,171,1,0.0002391338348388672
69,0.25,176,359,1,0.00045228004455566406
69,0.5,272,968,1,0.0011663436889648438
69,0.75,406,3709,1,0.002706289291381836
70,0.125,124,165,1,0.0002434253692626953
70,0.25,159,337,1,0.00044465065002441406
70,0.5,284,1096,1,0.0011496543884277344
70,0.75,490,4632,1,0.0032532215118408203
71,0.125,143,162,1,0.00023698806762695312
71,0.25,185,365,1,0.0004684925079345703
71,0.5,309,1297,1,0.0012471675872802734
71,0.75,532,4760,1,0.003407001495361328
72,0.125,128,175,1,0.0002970695495605469
72,0.25,175,380,1,0.00047397613525390625
72,0.5,239,1170,1,0.001203298568725586
72,0.75,425,4339,1,0.0033228397369384766
73,0.125,165,180,1,0.0003266334533691406
73,0.25,203,398,1,0.0005867481231689453
73,0.5,263,1087,1,0.0012683868408203125
73,0.75,465,4468,1,0.003375530242919922
74,0.125,142,171,1,0.00029158592224121094
74,0.25,177,383,1,0.0005631446838378906
74,0.5,282,1144,1,0.0012373924255371094
74,0.75,477,4841,1,0.003393411636352539
75,0.125,132,179,1,0.00030994415283203125
75,0.25,189,378,1,0.0005419254302978516
75,0.5,288,1140,1,0.0013175010681152344
75,0.75,491,4158,1,0.0031507015228271484
76,0.125,144,202,1,0.0002846717834472656
76,0.25,180,380,1,0.0005705356597900391
76,0.5,290,1272,1,0.0013766288757324219
76,0.75,496,5417,1,0.003589630126953125
77,0.125,161,191,1,0.0003094673156738281
77,0.25,173,394,1,0.0005269050598144531
77,0.5,302,1241,1,0.001493692398071289
77,0.75,520,5450,1,0.0038115978240966797
78,0.125,140,200,1,0.0003230571746826172
78,0.25,175,387,1,0.0005469322204589844
78,0.5,289,1462,1,0.0015559196472167969
78,0.75,482,4742,1,0.003972768783569336
79,0.125,154,215,1,0.0003170967102050781
79,0.25,173,418,1,0.0005781650543212891
79,0.5,283,1243,1,0.0014591217041015625
79,0.75,465,4602,1,0.0035448074340820312
80,0.125,130,218,1,0.0003695487976074219
80,0.25,192,425,1,0.0006649494171142578
80,0.5,265,1431,1,0.001504659652709961
80,0.75,538,5401,1,0.0039920806884765625
81,0.125,128,199,1,0.00034928321838378906
81,0.25,173,409,1,0.00066375732421875
81,0.5,301,1309,1,0.0015146732330322266
81,0.75,535,5964,1,0.004361867904663086
82,0.125,140,203,1,0.00036215782165527344
82,0.25,164,390,1,0.0005772113800048828
82,0.5,297,1183,1,0.0014591217041015625
82,0.75,482,4981,1,0.003931760787963867
83,0.125,136,222,1,0.00037932395935058594
83,0.25,197,496,1,0.0006840229034423828
83,0.5,303,1464,1,0.0015337467193603516
83,0.75,485,5337,1,0.004270076751708984
84,0.125,133,210,1,0.000415802001953125
84,0.25,196,415,1,0.0006203651428222656
84,0.5,276,1312,1,0.001535177230834961
84,0.75,500,4802,1,0.004201173782348633
85,0.125,133,211,1,0.0003573894500732422
85,0.25,176,426,1,0.0006225109100341797
85,0.5,296,1357,1,0.001569509506225586
85,0.75,525,4933,1,0.0043523311614990234
86,0.125,174,242,1,0.00036978721618652344
86,0.25,199,489,1,0.0006613731384277344
86,0.5,272,1430,1,0.0016834735870361328
86,0.75,471,4746,1,0.004180192947387695
87,0.125,139,222,1,0.0003619194030761719
87,0.25,165,450,1,0.0006651878356933594
87,0.5,292,1450,1,0.0018436908721923828
87,0.75,554,5611,1,0.004658222198486328
88,0.125,128,227,1,0.0003788471221923828
88,0.25,193,467,1,0.0007171630859375
88,0.5,315,1529,1,0.0018472671508789062
88,0.75,501,6316,1,0.00501704216003418
89,0.125,131,225,1,0.0003974437713623047
89,0.25,182,465,1,0.0006885528564453125
89,0.5,293,1647,1,0.0018596649169921875
89,0.75,539,6367,1,0.00509190559387207
90,0.125,161,217,1,0.0003674030303955078
90,0.25,181,450,1,0.0006778240203857422
90,0.5,346,1927,1,0.0020973682403564453
90,0.75,514,6435,1,0.004996061325073242
91,0.125,160,254,1,0.0004367828369140625
91,0.25,199,445,1,0.0008161067962646484
91,0.5,343,1688,1,0.0019114017486572266
91,0.75,477,6456,1,0.005309104919433594
92,0.125,152,268,1,0.00041031837463378906
92,0.25,189,461,1,0.0007135868072509766
92,0.5,279,1457,1,0.0018703937530517578
92,0.75,494,5861,1,0.005375862121582031
93,0.125,139,218,1,0.0003974437713623047
93,0.25,192,488,1,0.0008208751678466797
93,0.5,297,1704,1,0.0021066665649414062
93,0.75,524,6464,1,0.005251169204711914
94,0.125,174,293,1,0.0004420280456542969
94,0.25,174,477,1,0.0007336139678955078
94,0.5,329,1820,1,0.0021467208862304688
94,0.75,535,6922,1,0.00570988655090332
95,0.125,139,267,1,0.00041985511779785156
95,0.25,195,520,1,0.0007574558258056641
95,0.5,319,1660,1,0.0022046566009521484
95,0.75,520,6633,1,0.005545377731323242
96,0.125,133,258,1,0.00046181678771972656
96,0.25,187,523,1,0.0008072853088378906
96,0.5,277,1818,1,0.0021467208862304688
96,0.75,512,7000,1,0.005816936492919922
97,0.125,179,292,1,0.00044274330139160156
97,0.25,204,534,1,0.0007863044738769531
97,0.5,316,1805,1,0.0022115707397460938
97,0.75,543,7196,1,0.006078958511352539
98,0.125,145,296,1,0.00044918060302734375
98,0.25,165,483,1,0.0007658004760742188
98,0.5,321,1807,1,0.0021293163299560547
98,0.75,494,6673,1,0.005466938018798828
99,0.125,158,285,1,0.0004489421844482422
99,0.25,186,499,1,0.0007927417755126953
99,0.5,302,1898,1,0.0023670196533203125
99,0.75,539,7171,1,0.005877017974853516
100,0.125,139,297,1,0.0004711151123046875
100,0.25,178,521,1,0.000797271728515625
100,0.5,319,1861,1,0.002235889434814453
100,0.75,545,8430,1,0.006541013717651367
101,0.125,139,274,1,0.0005443096160888672
101,0.25,193,581,1,0.0010149478912353516
101,0.5,321,1913,1,0.002201080322265625
101,0.75,498,6960,1,0.0059626102447509766
102,0.125,168,292,1,0.00047588348388671875
102,0.25,214,608,1,0.00089263916015625
102,0.5,297,1847,1,0.002501964569091797
102,0.75,572,7224,1,0.006371974945068359
103,0.125,174,310,1,0.0005276203155517578
103,0.25,192,568,1,0.0008604526519775391
103,0.5,303,2019,1,0.002358675003051758
103,0.75,548,7572,1,0.0064144134521484375
104,0.125,135,283,1,0.00047659873962402344
104,0.25,181,568,1,0.0009837150573730469
104,0.5,325,2253,1,0.0025081634521484375
104,0.75,506,7690,1,0.006560087203979492
105,0.125,156,316,1,0.0004935264587402344
105,0.25,188,588,1,0.0009105205535888672
105,0.5,356,2171,1,0.0026891231536865234
105,0.75,516,7050,1,0.006248950958251953
106,0.125,136,284,1,0.0004723072052001953
106,0.25,213,639,1,0.0009477138519287109
106,0.5,315,2002,1,0.0024683475494384766
106,0.75,555,7388,1,0.006475687026977539
107,0.125,151,304,1,0.0005939006805419922
107,0.25,221,630,1,0.0009982585906982422
107,0.5,358,2231,1,0.002566814422607422
107,0.75,572,9213,1,0.0074732303619384766
108,0.125,174,293,1,0.0005795955657958984
108,0.25,186,553,1,0.0009813308715820312
108,0.5,366,2223,1,0.002630949020385742
108,0.75,571,7724,1,0.006857156753540039
109,0.125,139,327,1,0.00054931640625
109,0.25,199,639,1,0.0011060237884521484
109,0.5,308,1948,1,0.002635478973388672
109,0.75,547,7129,1,0.006874799728393555
110,0.125,142,314,1,0.0005168914794921875
110,0.25,186,622,1,0.0010347366333007812
110,0.5,329,2369,1,0.0027205944061279297
110,0.75,554,8729,1,0.0072689056396484375
111,0.125,152,315,1,0.00051116943359375
111,0.25,203,655,1,0.0009799003601074219
111,0.5,301,2041,1,0.0027725696563720703
111,0.75,533,9133,1,0.007569074630737305
112,0.125,156,338,1,0.0005242824554443359
112,0.25,221,648,1,0.0010006427764892578
112,0.5,369,2429,1,0.002919912338256836
112,0.75,635,9096,1,0.00804448127746582
113,0.125,136,306,1,0.0005278587341308594
113,0.25,228,714,1,0.0010449886322021484
113,0.5,342,2104,1,0.0027811527252197266
113,0.75,583,8423,1,0.007234096527099609
114,0.125,180,315,1,0.0005536079406738281
114,0.25,199,635,1,0.0010211467742919922
114,0.5,297,2144,1,0.0028221607208251953
114,0.75,555,7470,1,0.0074923038482666016
115,0.125,173,349,1,0.0005848407745361328
115,0.25,190,689,1,0.0010595321655273438
115,0.5,299,2138,1,0.0027158260345458984
115,0.75,553,9144,1,0.007966995239257812
116,0.125,180,350,1,0.0005731582641601562
116,0.25,204,688,1,0.0010666847229003906
116,0.5,369,2326,1,0.0030198097229003906
116,0.75,591,9346,1,0.008201122283935547
117,0.125,143,339,1,0.0005967617034912109
117,0.25,201,755,1,0.0011212825775146484
117,0.5,290,2038,1,0.002877473831176758
117,0.75,565,9614,1,0.008395671844482422
118,0.125,168,341,1,0.0005857944488525391
118,0.25,203,688,1,0.0011022090911865234
118,0.5,336,2190,1,0.003002643585205078
118,0.75,580,10561,1,0.008930444717407227
119,0.125,174,381,1,0.0006194114685058594
119,0.25,186,733,1,0.0011494159698486328
119,0.5,323,2304,1,0.003014087677001953
119,0.75,542,8746,1,0.00793313980102539
120,0.125,157,337,1,0.0006558895111083984
120,0.25,210,668,1,0.0011365413665771484
120,0.5,323,2299,1,0.003075838088989258
120,0.75,553,7600,1,0.0082244873046875
121,0.125,163,356,1,0.0006544589996337891
121,0.25,251,819,1,0.0012009143829345703
121,0.5,307,2357,1,0.0032219886779785156
121,0.75,545,9290,1,0.008881330490112305
122,0.125,155,344,1,0.0006039142608642578
122,0.25,215,782,1,0.0012111663818359375
122,0.5,337,2621,1,0.003511667251586914
122,0.75,549,9767,1,0.008995532989501953
123,0.125,174,399,1,0.0007145404815673828
123,0.25,215,765,1,0.0012805461883544922
123,0.5,344,2514,1,0.003368377685546875
123,0.75,597,10586,1,0.00982809066772461
124,0.125,182,419,1,0.0006949901580810547
124,0.25,219,802,1,0.001255035400390625
124,0.5,317,2545,1,0.0034723281860351562
124,0.75,613,10294,1,0.011394262313842773
125,0.125,162,358,1,0.0008318424224853516
125,0.25,213,745,1,0.0014653205871582031
125,0.5,320,2533,1,0.003935337066650391
125,0.75,637,11398,1,0.01078343391418457
126,0.125,163,404,1,0.0006644725799560547
126,0.25,203,779,1,0.0012235641479492188
126,0.5,340,2747,1,0.0035762786865234375
126,0.75,634,11619,1,0.0099334716796875
127,0.125,143,399,1,0.0006792545318603516
127,0.25,203,786,1,0.0013020038604736328
127,0.5,334,2779,1,0.003645181655883789
127,0.75,568,9947,1,0.00958251953125
128,0.125,170,402,1,0.0007190704345703125
128,0.25,222,861,1,0.0013358592987060547
128,0.5,347,2518,1,0.0037202835083007812
128,0.75,610,11267,1,0.010599613189697266
129,0.125,137,400,1,0.0007483959197998047
129,0.25,204,843,1,0.0015184879302978516
129,0.5,330,2775,1,0.003543853759765625
129,0.75,543,8770,1,0.009130477905273438
130,0.125,164,418,1,0.0007419586181640625
130,0.25,205,839,1,0.0013577938079833984
130,0.5,357,2828,1,0.0037322044372558594
130,0.75,534,9648,1,0.009570121765136719
131,0.125,164,410,1,0.0007741451263427734
131,0.25,209,834,1,0.0014615058898925781
131,0.5,335,2549,1,0.0036520957946777344
131,0.75,549,11282,1,0.010201215744018555
132,0.125,184,441,1,0.000736236572265625
132,0.25,200,789,1,0.0014023780822753906
132,0.5,343,2731,1,0.004037618637084961
132,0.75,547,10540,1,0.01076650619506836
133,0.125,150,409,1,0.00081634521484375
133,0.25,221,880,1,0.0014162063598632812
133,0.5,332,3088,1,0.004315614700317383
133,0.75,562,11434,1,0.010895729064941406
134,0.125,174,425,1,0.0007963180541992188
134,0.25,212,870,1,0.0015358924865722656
134,0.5,309,2680,1,0.0038979053497314453
134,0.75,553,10881,1,0.01083683967590332
135,0.125,168,457,1,0.0009579658508300781
135,0.25,227,936,1,0.0016078948974609375
135,0.5,332,2709,1,0.0039060115814208984
135,0.75,590,11489,1,0.010950326919555664
136,0.125,147,414,1,0.0008809566497802734
136,0.25,211,832,1,0.001584768295288086
136,0.5,326,2646,1,0.0040280818939208984
136,0.75,564,10717,1,0.01031041145324707
137,0.125,184,421,1,0.0007889270782470703
137,0.25,206,920,1,0.0015826225280761719
137,0.5,333,2885,1,0.004492521286010742
137,0.75,614,13387,1,0.012585639953613281
138,0.125,174,460,1,0.0007967948913574219
138,0.25,225,864,1,0.001461029052734375
138,0.5,332,3043,1,0.004242897033691406
138,0.75,614,12732,1,0.012043952941894531
139,0.125,147,430,1,0.000926971435546875
139,0.25,215,871,1,0.0015408992767333984
139,0.5,319,3069,1,0.004183769226074219
139,0.75,547,11906,1,0.012150049209594727
140,0.125,156,443,1,0.0008003711700439453
140,0.25,215,964,1,0.0016331672668457031
140,0.5,360,2961,1,0.0042989253997802734
140,0.75,564,10983,1,0.01092529296875
141,0.125,153,461,1,0.0009052753448486328
141,0.25,197,889,1,0.0015826225280761719
141,0.5,321,2900,1,0.004401206970214844
141,0.75,551,11852,1,0.011991500854492188
142,0.125,174,453,1,0.0008485317230224609
142,0.25,224,968,1,0.0016167163848876953
142,0.5,347,2947,1,0.004259824752807617
142,0.75,625,12426,1,0.012032747268676758
143,0.125,153,450,1,0.0009107589721679688
143,0.25,210,989,1,0.00165557861328125
143,0.5,316,2696,1,0.00429987907409668
143,0.75,589,12136,1,0.011934995651245117
144,0.125,162,453,1,0.0008463859558105469
144,0.25,192,944,1,0.0016100406646728516
144,0.5,318,3179,1,0.00447535514831543
144,0.75,597,13389,1,0.012520551681518555
145,0.125,162,499,1,0.0008618831634521484
145,0.25,207,963,1,0.0016753673553466797
145,0.5,328,3113,1,0.004557132720947266
145,0.75,541,11431,1,0.012013912200927734
146,0.125,156,480,1,0.0009009838104248047
146,0.25,248,970,1,0.001775503158569336
146,0.5,334,2866,1,0.0044329166412353516
146,0.75,582,10940,1,0.012035846710205078
147,0.125,164,465,1,0.0009005069732666016
147,0.25,198,941,1,0.0016350746154785156
147,0.5,359,3385,1,0.004939079284667969
147,0.75,621,14217,1,0.014225959777832031
148,0.125,172,494,1,0.0009257793426513672
148,0.25,225,1013,1,0.0018181800842285156
148,0.5,321,3109,1,0.0049169063568115234
148,0.75,572,12422,1,0.013181447982788086
149,0.125,166,491,1,0.001018524169921875
149,0.25,214,1034,1,0.0017323493957519531
149,0.5,329,3445,1,0.0048944950103759766
149,0.75,583,13290,1,0.013189077377319336
150,0.125,150,486,1,0.0009086132049560547
150,0.25,221,990,1,0.0017061233520507812
150,0.5,368,3582,1,0.005061149597167969
150,0.75,550,13485,1,0.013576507568359375
151,0.125,161,500,1,0.0009794235229492188
151,0.25,211,1055,1,0.0018062591552734375
151,0.5,336,3465,1,0.005014657974243164
151,0.75,537,13417,1,0.01368570327758789
152,0.125,166,489,1,0.0009548664093017578
152,0.25,221,975,1,0.0017235279083251953
152,0.5,328,3353,1,0.005006074905395508
152,0.75,615,14770,1,0.013870477676391602
153,0.125,158,489,1,0.0011107921600341797
153,0.25,207,1028,1,0.0018618106842041016
153,0.5,338,3261,1,0.0051419734954833984
153,0.75,566,12899,1,0.013782501220703125
154,0.125,162,511,1,0.0009891986846923828
154,0.25,222,1070,1,0.0018243789672851562
154,0.5,359,3491,1,0.005202293395996094
154,0.75,579,12573,1,0.013305425643920898
155,0.125,173,548,1,0.00101470947265625
155,0.25,235,1031,1,0.0018815994262695312
155,0.5,351,3643,1,0.005445957183837891
155,0.75,591,13153,1,0.01425027847290039
156,0.125,165,515,1,0.0010669231414794922
156,0.25,225,1124,1,0.001997232437133789
156,0.5,320,3409,1,0.005148172378540039
156,0.75,590,12765,1,0.013669013977050781
157,0.125,184,546,1,0.001001119613647461
157,0.25,223,1166,1,0.0019326210021972656
157,0.5,358,3491,1,0.005460500717163086
157,0.75,562,13036,1,0.013855695724487305
158,0.125,174,544,1,0.001026153564453125
158,0.25,214,1052,1,0.001943826675415039
158,0.5,341,3360,1,0.0052471160888671875
158,0.75,621,14457,1,0.014932394027709961
159,0.125,153,554,1,0.0010972023010253906
159,0.25,210,1061,1,0.002043008804321289
159,0.5,319,3378,1,0.005410909652709961
159,0.75,547,13427,1,0.014698266983032227
160,0.125,145,524,1,0.0010199546813964844
160,0.25,218,1122,1,0.0020601749420166016
